player_id,season_label,tackles_won,blocks,interceptions,aerials_won,pass_completed,minutes_played,market_value,market_value_next_season,age_in_days
2059,2020-2021,10,9,18,28,436,1220,1500000,,8837
2066,2020-2021,0,0,0,0,11,16,150000,,6708
2077,2020-2021,0,1,0,2,31,96,600000,,8011
2083,2020-2021,33,19,20,14,1545,1901,15000000,6000000,7538
2083,2021-2022,11,5,9,9,652,894,6000000,,7904
2084,2020-2021,11,18,29,27,691,1652,7000000,5000000,7287
2084,2021-2022,11,10,15,12,385,783,5000000,,7653
2085,2020-2021,0,1,4,5,56,153,600000,,7182
2101,2020-2021,17,26,14,22,434,1297,900000,,9097
2102,2020-2021,3,5,12,15,150,741,4000000,,7130
2109,2020-2021,1,0,0,0,67,181,5000000,,8316
2110,2020-2021,5,8,6,13,433,653,3000000,5000000,9161
2110,2021-2022,8,11,9,23,693,1098,5000000,,9527
2112,2020-2021,1,1,0,0,14,30,1500000,,7253
2116,2020-2021,7,7,6,12,339,622,3000000,,7567
2123,2020-2021,10,11,12,0,480,1106,800000,1000000,9408
2123,2021-2022,18,11,19,10,789,1971,1000000,,9774
2127,2020-2021,1,1,0,0,17,65,5500000,,6874
2132,2020-2021,4,2,11,0,244,611,4000000,,8666
2138,2020-2021,14,15,46,0,494,1379,1200000,,10168
2141,2021-2022,3,6,5,7,191,560,6000000,,9075
2145,2021-2022,13,26,22,14,1788,2642,55000000,,10418
2147,2021-2022,34,30,35,69,580,2403,10000000,,8772
2148,2021-2022,0,0,0,0,12,15,100000,,7584
2150,2021-2022,0,1,1,0,23,58,0,,7483
2151,2021-2022,3,0,0,3,49,188,800000,,7854
2153,2021-2022,6,6,4,12,105,469,1800000,,8277
2156,2021-2022,14,10,5,15,437,793,5000000,,9752
2157,2021-2022,9,14,11,21,623,1010,10000000,,10235
2158,2021-2022,1,2,1,0,138,188,4000000,,6285
2159,2021-2022,22,24,39,23,1350,3147,2000000,,10593
2162,2021-2022,32,11,23,27,804,1979,20000000,,9420
2167,2021-2022,0,0,0,0,41,65,200000,,7665
2170,2021-2022,0,0,1,0,7,24,0,,7298
2174,2021-2022,3,3,2,2,169,408,1500000,,8367
2178,2021-2022,32,29,39,79,742,2683,8000000,,7716
2190,2021-2022,3,4,7,8,198,625,800000,,8710
2192,2021-2022,18,22,44,32,1568,2039,18000000,,7297
2193,2021-2022,35,34,45,25,1310,3025,7500000,,7811
2195,2021-2022,1,0,0,0,1,4,600000,,9550
2197,2021-2022,35,33,19,6,610,1688,3000000,,8286
2198,2021-2022,0,0,1,0,19,25,500000,,7430
2199,2021-2022,3,7,4,6,149,365,1500000,,9600
2208,2021-2022,21,22,15,29,335,1437,1200000,,10357
2209,2021-2022,1,2,0,6,50,90,200000,,7815
2210,2021-2022,4,1,4,2,139,395,800000,,8012
2221,2021-2022,3,4,2,0,40,137,0,,6503
2226,2021-2022,25,18,21,22,559,1298,22000000,,9842
2227,2021-2022,9,17,15,29,370,1044,1200000,,9145
2228,2021-2022,0,0,0,0,4,1,800000,,7124
2238,2021-2022,7,14,11,32,244,833,2000000,,9298
2240,2021-2022,4,8,10,10,524,1066,14000000,,8766
2241,2021-2022,2,1,3,1,65,212,1000000,,6032
2245,2021-2022,20,17,28,21,654,2189,2500000,,9772
2250,2021-2022,1,0,0,0,20,88,300000,,7707
2253,2021-2022,9,8,4,6,193,412,1000000,,8730
2256,2021-2022,6,7,4,5,209,512,800000,,6405
2258,2021-2022,0,0,2,1,6,45,150000,,6891
2262,2021-2022,10,14,27,29,491,1464,1200000,,9565
2263,2021-2022,10,11,13,10,414,788,3000000,,10164
2267,2021-2022,0,0,0,0,8,11,250000,,7303
2269,2021-2022,5,3,4,1,86,186,2500000,,8289
2270,2021-2022,11,20,16,56,498,1700,800000,,10819
2271,2021-2022,0,0,0,0,0,1,400000,,7084
2276,2021-2022,27,10,26,23,305,1073,3000000,,9081
2278,2021-2022,21,14,12,21,435,1282,3000000,,7052
2283,2021-2022,13,16,9,12,249,813,5000000,,6574
2287,2021-2022,21,20,26,30,787,1986,12000000,,7851
